tx	padj	cluster	direction	prot	product	ko	Uniprot_ID	Human_ortholog	Ortholog_names	7	8	9	10	11	12
XM_005096210.2	0.0232008182217759	NA	NA	XP_005096267.1	histone-lysine N-methyltransferase EZH2-like isoform X2	K11430	Q15910	EZH2 KMT6	Histone-lysine N-methyltransferase EZH2 (EC 2.1.1.43) (ENX-1) (Enhancer of zeste homolog 2) (Lysine N-methyltransferase 6)	3.45260000473011	3.48121481560038	3.30807556738156	3.5569076133341	3.54114623928733	3.62329321105324
XM_005096211.2	0.0707015858120906	NA	NA	NA	NA	NA	NA	NA	NA	4.92502103635482	5.10994782225995	5.24702271095475	4.74768285962589	4.76714012151126	4.69485859261649
XM_005096212.2	0.482580500419526	NA	NA	XP_005096269.1	14 kDa phosphohistidine phosphatase-like	K01112	Q9NRX4	PHPT1 PHP14 CGI-202 HSPC141	14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP) (Protein janus-A homolog)	4.25647732477876	4.29600453868011	4.42890029745483	4.05758800989664	4.01815566961638	4.16818828246728
XM_005096251.2	0.985892633921634	NA	NA	NA	NA	NA	NA	NA	NA	2.32604457777362	2.21755416730876	2.23692312108489	2.29514508546839	2.07964295558095	2.17096217911793
XM_005096229.2	0.332926811747849	NA	NA	XP_005096286.1	DDB1- and CUL4-associated factor 10-like	K11802	A0A0A0MQT4	DCAF10	DDB1- and CUL4-associated factor 10	1.70456482820704	1.66937283519562	1.6100047443651	1.83948145658793	1.93782760141988	1.79833250602172
XM_005096230.2	0.954475723434637	NA	NA	XP_005096287.1	DNA mismatch repair protein Mlh1-like	K08734	P40692	MLH1 COCA2	DNA mismatch repair protein Mlh1 (MutL protein homolog 1)	2.37646328589291	1.40843995294143	1.85563789820946	2.42956322134463	1.79526420698136	1.53903078458516
XM_005096232.2	0.840301410379483	NA	NA	XP_005096289.1	hydroxyacylglutathione hydrolase, mitochondrial-like	K01069	Q16775	HAGH GLO2 HAGH1	Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)	6.62609021790049	6.53922971722409	6.26845213647762	6.4439546380789	6.30276527621949	6.47953358711668
XM_013081284.1	0.137391911862925	NA	NA	XP_012936738.1	dmX-like protein 2		Q8TDJ6	DMXL2 KIAA0856	DmX-like protein 2 (Rabconnectin-3)	2.13260556624219	2.21192171866088	2.22024697451749	2.02250410342161	2.30212700337027	1.87394290560586
XM_005096253.2	0.751188739432995	NA	NA	XP_005096310.2	uncharacterized protein LOC101848038		H0YBJ4	MATN2	Matrilin-2 (Fragment)	1.3915156785392	1.13373634615674	1.30830377302544	1.75681648723382	0.859904726914391	1.43780340239593
XM_013081286.1	6.17727598350932e-05	NA	NA	XP_012936740.1	nucleoredoxin-like	K17609	Q6DKJ4	NXN NRX	Nucleoredoxin (EC 1.8.1.8)	8.37257297098481	8.14154744659501	8.0835682289119	8.81975071194131	9.53984491031697	8.82821955377558
XM_013081279.1	6.37754820174831e-07	B2	UP	XP_012936733.1	uncharacterized protein LOC101848513		Q9Y6L7	TLL2 KIAA0932	Tolloid-like protein 2 (EC 3.4.24.-)	3.15231918468923	2.49278187543447	2.78860596201659	3.66544004113355	3.3276960833872	4.08805322486873
XM_005096239.2	0.989976563167254	NA	NA	XP_005096296.1	multidrug resistance-associated protein 1-like	K05665	P33527	ABCC1 MRP MRP1	Multidrug resistance-associated protein 1 (ATP-binding cassette sub-family C member 1) (Leukotriene C(4) transporter) (LTC4 transporter)	2.12947364136826	2.30245674928165	2.29371389252587	2.23368516312701	2.04497577481765	2.0727485846799
XM_005096242.2	0.0529662461426493	NA	NA	NA	NA	NA	NA	NA	NA	2.46784026086593	2.29204383142571	2.79670976359331	1.77210093134942	1.76238817127279	1.47349615202038
XM_005096245.2	0.902098212236879	NA	NA	XP_005096302.1	engulfment and cell motility protein 1-like isoform X2	K12366	Q92556	ELMO1 KIAA0281	Engulfment and cell motility protein 1 (Protein ced-12 homolog)	1.80320636052779	1.35460712977653	1.36186065207626	1.47258427564973	1.77047318061535	1.86316498914058
XM_005096247.2	0.2890996716072	NA	NA	NA	NA	NA	NA	NA	NA	4.08653021166407	4.27488697243922	4.19269281831918	4.40236615971322	4.38240710713757	4.37994635416064
XM_005096249.2	0.980872242895996	NA	NA	XP_005096306.1	WW domain-containing adapter protein with coiled-coil-like isoform X1		A0A0A0MRT2	WAC	WW domain-containing adapter protein with coiled-coil	2.83480054507199	2.86827019767694	3.35662514731797	2.89078494356027	3.04530243765792	3.20009657115463
XM_005096258.2	0.896162070586765	NA	NA	XP_005096315.1	uncharacterized protein LOC101849200	K04228	P30559	OXTR	Oxytocin receptor (OT-R)	3.83949597777106	4.02004384919503	3.71832254676739	3.52492858002741	3.61044810876385	3.6393326810267
XM_013081278.1	0.868240366272779	NA	NA	NA	NA	NA	NA	NA	NA	10.6477182098256	11.0412951477621	10.1472240254322	11.346019686853	11.3504879945852	11.2235447625093
NM_001204737.1	0.938645268366626	NA	NA	NA	NA	NA	NA	NA	NA	8.30866573225652	7.38015229831942	5.03055204345525	8.14176874580284	3.17696911179976	7.88063430740234
XM_013081297.1	0.347783969483007	NA	NA	XP_012936751.1	NEDD8-activating enzyme E1 regulatory subunit-like isoform X3	K04532	Q13564	NAE1 APPBP1 HPP1	NEDD8-activating enzyme E1 regulatory subunit (Amyloid beta precursor protein-binding protein 1, 59 kDa) (APP-BP1) (Amyloid protein-binding protein 1) (Proto-oncogene protein 1)	3.47008858600253	3.4218234676531	3.09170038304241	3.51022394506015	3.52306897993107	3.54486052676338
XM_013081298.1	0.0666383370616059	NA	NA	XP_012936752.1	tRNA (cytosine(34)-C(5))-methyltransferase-like	K15335	Q08J23	NSUN2 SAKI TRM4	tRNA (cytosine(34)-C(5))-methyltransferase (EC 2.1.1.203) (Myc-induced SUN domain-containing protein) (Misu) (NOL1/NOP2/Sun domain family member 2) (Substrate of AIM1/Aurora kinase B) (tRNA (cytosine-5-)-methyltransferase) (tRNA methyltransferase 4 homolog) (hTrm4)	3.37568844394192	3.78368754076271	3.95222140390567	3.65027736507876	3.8216001871282	3.57024844922891
XM_013081301.1	0.97183804125218	NA	NA	NA	NA	NA	NA	NA	NA	0.610438633284552	0.528289626020534	0.644714301960982	1.15978282710179	0.883121466723212	0.882562409743096
XM_005096266.2	8.23647870803978e-05	B3	DOWN	XP_005096323.1	cyclic nucleotide-binding domain-containing protein 1-like		H0YC59	CNBD1	Cyclic nucleotide-binding domain-containing protein 1 (Fragment)	1.68355648976732	1.81822601303485	1.82241225760759	1.43685659580054	1.13242059783633	0.91451281682735
XM_005096267.2	0.114704764152883	NA	NA	XP_005096324.1	enhancer of mRNA-decapping protein 4-like	K12616	Q6P2E9	EDC4 HEDLS	Enhancer of mRNA-decapping protein 4 (Autoantigen Ge-1) (Autoantigen RCD-8) (Human enhancer of decapping large subunit) (Hedls)	2.61888165421289	2.64088598587535	2.72930221857547	2.73853262393694	2.70416876388719	2.76920299785071
XM_005096272.2	0.983765413053954	NA	NA	XP_005096329.1	GTP-binding protein ypt1-like		Q15286	RAB35 RAB1C RAY	Ras-related protein Rab-35 (GTP-binding protein RAY) (Ras-related protein Rab-1C)	4.1570364131116	4.49216549576671	4.15901588533793	4.18055076492562	4.20659334268278	4.28100827358672
XM_005096274.2	0.139736317356419	NA	NA	XP_005096331.1	hexosaminidase D-like	K14459	Q8WVB3	HEXD HEXDC	Hexosaminidase D (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase D) (Hexosaminidase domain-containing protein) (N-acetyl-beta-galactosaminidase)	2.5178742631171	2.34124473037993	2.29461471593727	2.55710141759975	2.63136292667042	2.56050062866618
XM_005096275.2	0.489174228307193	NA	NA	XP_005096332.1	inositol 1,4,5-trisphosphate receptor type 3-like		A0A3B3ITU8	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	1.93710188776869	2.29383439370292	2.14023476814007	1.90441852188431	2.29901863704638	2.1151640469383
XM_005096277.2	0.00310166916207387	B4	DOWN	XP_005096334.1	phosphoethanolamine N-methyltransferase 3-like isoform X2	K05929	Q9BV86	NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003	N-terminal Xaa-Pro-Lys N-methyltransferase 1 (EC 2.1.1.244) (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (N-terminal RCC1 methyltransferase) (X-Pro-Lys N-terminal protein methyltransferase 1A) (NTM1A) [Cleaved into: N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed]	4.176636334269	4.18658820330184	3.85683838275906	3.51013820111221	3.51002724225933	2.77729863920905
XM_005096278.2	0.312431259108565	NA	NA	XP_005096335.1	phosphoethanolamine N-methyltransferase 3-like isoform X3	K05929	Q9BV86	NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003	N-terminal Xaa-Pro-Lys N-methyltransferase 1 (EC 2.1.1.244) (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (N-terminal RCC1 methyltransferase) (X-Pro-Lys N-terminal protein methyltransferase 1A) (NTM1A) [Cleaved into: N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed]	4.22793606296587	4.40255183830977	4.11963488964308	3.13874186348542	2.54586146069749	2.30445681034279
XM_005096280.2	0.952270674896938	NA	NA	XP_005096337.1	uncharacterized protein LOC101853925		Q9BX84	TRPM6 CHAK2	Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6)	3.93484533861743	4.03880968419601	3.99177433951352	3.90038057654285	3.81830363439075	3.72583656621208
XM_005096285.2	0.992302658112051	NA	NA	XP_005096342.1	pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial-like	K17509	Q8NCN5	PDPR KIAA1990	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (PDPr)	3.12922193006367	2.37262879096398	2.09119011681608	3.01178709897263	2.44042328299197	2.1218359506306
XM_005096283.2	0.890980233840987	NA	NA	XP_005096340.1	pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial-like	K17509	Q8NCN5	PDPR KIAA1990	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (PDPr)	1.23915877357144	2.06391649048224	1.3727305051879	1.62535894526314	1.90302333492397	2.02308638051082
XM_005096281.2	0.443822514033756	NA	NA	XP_005096338.1	pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial-like	K17509	Q8NCN5	PDPR KIAA1990	Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial (PDPr)	1.2482366750596	1.18564001645805	2.32914681939812	1.17310821015242	1.48783526239346	1.43475333850879
XM_013081307.1	0.153645479741549	NA	NA	XP_012936761.1	protein broad-minded-like		Q96NH3	TBC1D32 BROMI C6orf170 C6orf171	Protein broad-minded (TBC1 domain family member 32)	1.90499781370251	1.73966653472375	1.71397624495585	1.81359854146343	1.75803588666294	1.97628769184201
XM_013081309.1	0.069260590995268	NA	NA	XP_012936763.1	sodium-coupled monocarboxylate transporter 1-like isoform X1	K14386	Q1EHB4	SLC5A12 SMCT2	Sodium-coupled monocarboxylate transporter 2 (Electroneutral sodium monocarboxylate cotransporter) (Low-affinity sodium-lactate cotransporter) (Solute carrier family 5 member 12)	2.33132991561261	2.17751918015021	2.18205650178939	2.75693674427507	2.42719836345165	2.76999798361288
XM_005096288.2	0.953231395791998	NA	NA	XP_005096345.1	centrosomal protein POC5-like isoform X1	K16483	D6RDG4	POC5	Centrosomal protein POC5	2.15208454901901	2.03621288136005	1.96271991310739	1.62797110792344	1.86167807059296	1.89656421164485
XM_005096292.2	0.41574322289199	NA	NA	XP_005096349.2	alpha/beta hydrolase domain-containing protein 11-like	K13703	Q8NFV4	ABHD11 WBSCR21 PP1226	Protein ABHD11 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 11) (Abhydrolase domain-containing protein 11) (Williams-Beuren syndrome chromosomal region 21 protein)	1.71251247154216	1.78159242308179	1.95660035441019	1.82137449397904	1.74064264020475	1.49485553248567
XM_005096293.2	0.922801487654395	NA	NA	XP_005096350.2	intraflagellar transport protein 22 homolog	K07935	Q9H7X7	IFT22 RABL5	Intraflagellar transport protein 22 homolog (Rab-like protein 5)	1.94866511120079	1.70222723464222	1.82018193558666	1.863464419449	1.40436430182542	1.64752558193696
XM_013081323.1	0.128378528942564	NA	NA	XP_012936777.1	vacuolar protein sorting-associated protein 41 homolog	K20184	P49754	VPS41	Vacuolar protein sorting-associated protein 41 homolog (S53)	2.97827842412564	3.07440851842271	2.62857117739114	3.19030549870574	3.42133964162476	3.43201561128808
XM_005096311.2	0.459414071649134	NA	NA	XP_005096368.1	phosphatidylinositol-glycan-specific phospholipase D-like	K01127	P80108	GPLD1 PIGPLD1	Phosphatidylinositol-glycan-specific phospholipase D (PI-G PLD) (EC 3.1.4.50) (Glycoprotein phospholipase D) (Glycosyl-phosphatidylinositol-specific phospholipase D) (GPI-PLD) (GPI-specific phospholipase D)	1.43791019117881	1.24604578049409	1.25691355688844	1.32451007180734	1.43070440628303	1.53824782598131
XM_005096312.2	0.225449145404528	NA	NA	XP_005096369.1	bifunctional polynucleotide phosphatase/kinase-like	K08073	Q96T60	PNKP	Bifunctional polynucleotide phosphatase/kinase (DNA 5'-kinase/3'-phosphatase) (Polynucleotide kinase-3'-phosphatase) [Includes: Polynucleotide 3'-phosphatase (EC 3.1.3.32) (2'(3')-polynucleotidase), Polynucleotide 5'-hydroxyl-kinase (EC 2.7.1.78)]	1.02032414115224	1.29593014402178	1.2163729161318	1.03751009332344	1.49135663443382	0.95408194152495
XM_005096315.2	0.96970128816909	NA	NA	XP_005096372.1	mucin-17-like isoform X2		Q14686	NCOA6 AIB3 KIAA0181 RAP250 TRBP	Nuclear receptor coactivator 6 (Activating signal cointegrator 2) (ASC-2) (Amplified in breast cancer protein 3) (Cancer-amplified transcriptional coactivator ASC-2) (Nuclear receptor coactivator RAP250) (NRC RAP250) (Nuclear receptor-activating protein, 250 kDa) (Peroxisome proliferator-activated receptor-interacting protein) (PPAR-interacting protein) (PRIP) (Thyroid hormone receptor-binding protein)	1.76826375855261	1.67582502059036	1.69200304365164	1.67649235369468	1.67490491525274	1.67685098684687
XM_005096313.2	3.29161611590915e-05	B3	DOWN	XP_005096370.1	annexin A13-like	K17095	P50995	ANXA11 ANX11	Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50) (CAP-50)	9.58332273716061	9.82708687698936	10.0577322487472	9.04434904151576	9.00683112786872	8.7063110168766
XM_005096317.2	0.139709356057362	NA	NA	NA	NA	NA	NA	NA	NA	3.43500352716461	3.65161821415999	3.62928440414168	3.17386004523846	2.98052530389063	2.88849856105138
NM_001253763.1	0.00769907697225577	B3	DOWN	NP_001240692.1	neurexin	K07377	Q9ULB1	NRXN1 KIAA0578	Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha)	5.84493482636356	6.05747193818827	6.04599698086352	5.57759984502345	5.57485223429973	5.38218402832061
XM_005096321.2	0.319035574475351	NA	NA	XP_005096378.1	serine/threonine-protein kinase PAK 7-like isoform X2	K05734	O96013	PAK4 KIAA1142	Serine/threonine-protein kinase PAK 4 (EC 2.7.11.1) (p21-activated kinase 4) (PAK-4)	1.86136471366938	2.53686804910434	2.36605873644573	2.13710931016732	2.1851188043741	2.6506561305076
XM_013081335.1	2.74873935204414e-05	B1	UP	XP_012936789.1	3-oxo-5-alpha-steroid 4-dehydrogenase 1-like	K12343	P18405	SRD5A1	3-oxo-5-alpha-steroid 4-dehydrogenase 1 (EC 1.3.1.22) (SR type 1) (Steroid 5-alpha-reductase 1) (S5AR 1)	2.4307482848231	2.77199930892972	2.49457722548327	2.88132842290359	3.54961915907679	3.93850581924672
XM_013081316.1	0.464224030133121	NA	NA	XP_012936770.1	calcium-independent protein kinase C isoform X1	K18050	Q02156	PRKCE PKCE	Protein kinase C epsilon type (EC 2.7.11.13) (nPKC-epsilon)	2.98506555066698	2.94677897265266	3.18699146358198	2.64381141720877	2.92029782305574	2.79748676573028
NM_001204472.1	0.0267470659898355	NA	NA	NP_001191401.1	calcium-independent protein kinase C	K18050	Q02156	PRKCE PKCE	Protein kinase C epsilon type (EC 2.7.11.13) (nPKC-epsilon)	2.70194790164701	2.59346965888842	2.81845781064742	2.12980636299654	2.59530083243449	2.42771635318921
XM_005096322.1	0.818707655178061	NA	NA	XP_005096379.1	iron-sulfur cluster assembly 2 homolog, mitochondrial-like	K22072	Q86U28	ISCA2 HBLD1	Iron-sulfur cluster assembly 2 homolog, mitochondrial (HESB-like domain-containing protein 1)	7.28814469909333	7.43758198699904	7.14941554388685	7.24927175009542	7.22393515186571	7.1225483886905
XM_005096323.1	0.597422166061336	NA	NA	XP_005096380.1	protein FAM177A1-like		Q8N128	FAM177A1 C14orf24	Protein FAM177A1	3.89180843069807	3.89171820729398	3.90295141923511	3.70383299272978	3.63482024292909	3.73123635500721
XM_013081340.1	0.669476041430897	NA	NA	NA	NA	NA	NA	NA	NA	1.4753653013511	1.836475469191	1.62571373086022	1.509820786008	1.5151728964423	1.26839205490968
XM_013081341.1	0.0191270452746048	NA	NA	XP_012936795.1	desumoylating isopeptidase 2-like	K22763	Q9BSY9	DESI2 C1orf121 FAM152A PPPDE1 CGI-146 PNAS-4	Deubiquitinase DESI2 (EC 3.4.19.12) (Desumoylating isopeptidase 2) (DeSI-2) (PPPDE peptidase domain-containing protein 1) (Protein FAM152A)	2.28238761175458	2.31089298908497	2.25485020998833	2.56684474417713	2.58934230705692	2.73424469705395
XM_013081342.1	0.000961445452035704	B3	DOWN	XP_012936796.1	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial-like	K00166	P12694	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)	5.82720605773773	6.00384644509346	6.18292007860684	5.62779573270874	5.53674426332668	5.32450195591121
XM_005096326.2	0.666056200738206	NA	NA	XP_005096383.1	uncharacterized protein C1orf198 homolog		E5RI90	C1orf198	Uncharacterized protein C1orf198 (Fragment)	3.25890389418362	3.44931328299923	3.43288050740483	3.18004825917414	3.04798899943934	3.14836446804518
XM_005096327.2	0.000207284193196746	B2	UP	NA	NA	NA	NA	NA	NA	2.93025189568821	3.12993759799498	2.89238568136759	3.32983582078433	3.4627032560774	3.93540052156734
XM_005096328.2	0.85161391529377	NA	NA	XP_005096385.2	BRO1 domain-containing protein BROX-like		Q5VW32	BROX BROFTI C1orf58	BRO1 domain-containing protein BROX (BRO1 domain- and CAAX motif-containing protein)	3.2141962990802	3.41592158029557	4.05731270967942	3.06827203861482	2.8953493236021	3.05843900281292
XR_001184755.1	0.99999861640293	NA	NA	NA	NA	NA	NA	NA	NA	2.13444753897159	1.21346686279278	0.785013863994465	1.51135442850979	1.79364666504299	1.3456309267735
XM_013081344.1	0.316625380009953	NA	NA	XP_012936798.1	cyclin-dependent kinase-like 1	K08824	Q00532	CDKL1	Cyclin-dependent kinase-like 1 (EC 2.7.11.22) (Protein kinase p42 KKIALRE) (Serine/threonine-protein kinase KKIALRE)	1.02081685322776	0.993112343077441	1.03400870397996	0.762110673605873	0.836554902475567	0.719450166133925
XM_013081346.1	0.129290481533602	NA	NA	XP_012936800.1	mitogen-activated protein kinase kinase kinase kinase 5-like isoform X3	K04406	Q8IVH8	MAP4K3 RAB8IPL1	Mitogen-activated protein kinase kinase kinase kinase 3 (EC 2.7.11.1) (Germinal center kinase-related protein kinase) (GLK) (MAPK/ERK kinase kinase kinase 3) (MEK kinase kinase 3) (MEKKK 3)	3.58436625310725	3.737928565318	3.84912394176232	3.38161021981184	3.51182751899155	3.44179254949084
XM_005096329.2	0.344528457697207	NA	NA	XP_005096386.1	mitogen-activated protein kinase kinase kinase kinase 5-like isoform X1	K04406	Q8IVH8	MAP4K3 RAB8IPL1	Mitogen-activated protein kinase kinase kinase kinase 3 (EC 2.7.11.1) (Germinal center kinase-related protein kinase) (GLK) (MAPK/ERK kinase kinase kinase 3) (MEK kinase kinase 3) (MEKKK 3)	2.30329458352829	1.93233759584173	2.56580223533626	2.13239997274294	1.86256376639568	1.43786687512906
XM_013081347.1	0.989674317293255	NA	NA	XP_012936801.1	melanoma inhibitory activity protein 3-like isoform X1		Q5JRA6	MIA3 KIAA0268 TANGO UNQ6077/PRO20088	Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3)	1.84845496885393	2.33244526181539	1.55644395338396	2.22629316049934	1.89200147264196	3.01398770716275
XM_013081348.1	0.976900130371673	NA	NA	XP_012936802.1	melanoma inhibitory activity protein 3-like isoform X2		Q5JRA6	MIA3 KIAA0268 TANGO UNQ6077/PRO20088	Transport and Golgi organization protein 1 homolog (TANGO1) (C219-reactive peptide) (D320) (Melanoma inhibitory activity protein 3)	1.24009120050787	0.708694253119793	1.42657712032383	1.96662031824029	2.58846898211822	1.70404162389532
XM_013081317.1	0.945534884588945	NA	NA	XP_012936771.1	dynein light chain isoform X1	K10418	Q96FJ2	DYNLL2 DLC2	Dynein light chain 2, cytoplasmic (8 kDa dynein light chain b) (DLC8b) (Dynein light chain LC8-type 2)	8.02963574199264	8.10850909052116	8.11788960798772	8.13779600819107	8.07469400218891	7.91875252836233
NM_001256436.1	0.872787036550445	NA	NA	NP_001243365.1	dynein light chain	K10418	Q96FJ2	DYNLL2 DLC2	Dynein light chain 2, cytoplasmic (8 kDa dynein light chain b) (DLC8b) (Dynein light chain LC8-type 2)	10.5647274523495	10.6983660319237	10.6599304280099	10.5905841959973	10.6479353105731	10.5144510120615
XM_013081357.1	0.666530609832002	NA	NA	NA	NA	NA	NA	NA	NA	1.36991227543775	0.628142354793398	1.44446719743771	1.70281279974278	1.31106932678599	1.54020552859583
XM_005096345.2	0.338817291851831	NA	NA	XP_005096402.1	uncharacterized protein LOC101849837	K08190	Q6ZWE5	SLC16A14	Monocarboxylate transporter 14 (cDNA FLJ41213 fis, clone BRALZ2016085, weakly similar to MONOCARBOXYLATE TRANSPORTER 3) (Fragment)	1.71183184139737	1.98569548719178	2.04674072120535	1.5902867466523	1.71278266365624	1.77984187204021
XM_005096364.2	0.10760459795154	NA	NA	XP_005096421.2	serpin B6-like	K13966	F5GYW9	SERPINB11	Serpin B11	4.89997188481336	4.86792081113719	4.32105720380949	4.50770249367324	5.54236833166887	5.11801061931676
XM_005096347.2	0.00073316919902098	B3	DOWN	XP_005096404.1	dynactin subunit 6-like	K10428	O00399	DCTN6 WS3	Dynactin subunit 6 (Dynactin subunit p27) (Protein WS-3)	7.02482454108358	7.15729011147398	7.1978559515473	6.77284059815881	6.63415885359824	6.46057502961495
XM_005096351.2	0.00957357696975569	B3	DOWN	XP_005096408.1	chromatin complexes subunit BAP18-like isoform X2		Q8IXM2	BAP18 C17orf49	Chromatin complexes subunit BAP18 (BPTF-associated protein of 18 kDa)	3.57014751145422	3.65938764171667	3.68168155047898	3.46087495185375	3.08970311890072	3.07901067109745
XM_005096352.2	0.816111265809015	NA	NA	XP_005096409.2	DCN1-like protein 1	K17822	Q96GG9	DCUN1D1 DCN1 DCUN1L1 RP42 SCCRO	DCN1-like protein 1 (DCUN1 domain-containing protein 1) (Defective in cullin neddylation protein 1-like protein 1) (Squamous cell carcinoma-related oncogene)	3.53440348253503	3.71951458078767	3.67157624612941	3.56520865296228	3.48188523243921	3.4689774002623
XM_005096353.2	0.789567563338858	NA	NA	XP_005096410.1	pleckstrin homology domain-containing family B member 2-like		A0A0A0MSE9	PLEKHB2	Pleckstrin homology domain-containing family B member 2	5.26975438940433	5.48164364151819	5.32434655181152	5.32774092218625	5.34254788471982	5.44761011207344
XM_005096354.2	0.714473235550098	NA	NA	XP_005096411.1	EF-hand domain-containing family member C2-like		Q5JST6	EFHC2	EF-hand domain-containing family member C2	0.71500177091059	0.707060035419289	0.882768273542589	0.915861110162926	0.826116420568011	0.877718323878556
XM_005096367.2	0.447766393939973	NA	NA	XP_005096424.2	carbohydrate sulfotransferase 4-like		Q8NCG5	CHST4	Carbohydrate sulfotransferase 4 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3) (GST-3) (High endothelial cells N-acetylglucosamine 6-O-sulfotransferase) (HEC-GlcNAc6ST) (L-selectin ligand sulfotransferase) (LSST) (N-acetylglucosamine 6-O-sulfotransferase 2) (GlcNAc6ST-2) (Gn6st-2)	3.6125787573504	3.2472342353639	3.07463855716322	3.32515260170047	3.66335847513099	3.51994097157799
XM_005096358.2	0.586400380507939	NA	NA	XP_005096415.1	eukaryotic translation initiation factor 2A-like	K15026	Q9BY44	EIF2A CDA02 MSTP004 MSTP089	Eukaryotic translation initiation factor 2A (eIF-2A) (65 kDa eukaryotic translation initiation factor 2A) [Cleaved into: Eukaryotic translation initiation factor 2A, N-terminally processed]	1.96588389312399	2.24241174838979	2.0378980225668	2.18276803246316	2.28585696308693	2.14174146387413
XM_005096359.2	0.754723985304523	NA	NA	XP_005096416.1	ovarian cancer-associated gene 2 protein homolog		Q8WZ82	OVCA2	Esterase OVCA2 (EC 3.1.2.-) (Ovarian cancer-associated gene 2 protein)	1.63399328847806	2.06006613593924	1.8315707051944	2.07077087882833	1.7731423882124	1.5308966066849
XM_013081353.1	0.516873378724052	NA	NA	XP_012936807.1	matrix metalloproteinase-24-like	K07763	Q9Y5R2	MMP24 MT5MMP	Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24]	0.542517712099866	0.64752449267833	0.645267701506734	0.423661879933771	0.462294919399425	0.380793462776367
XM_005096361.2	0.752808999047393	NA	NA	XP_005096418.1	iron-sulfur cluster assembly enzyme ISCU, mitochondrial-like	K22068	Q9H1K1	ISCU NIFUN	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial (NifU-like N-terminal domain-containing protein) (NifU-like protein)	7.27777677146613	7.27986289355722	7.29431101151621	7.32330062441119	7.17940844266109	7.10555541865821
XM_005096362.2	0.697722381300746	NA	NA	XP_005096419.1	E3 ubiquitin-protein ligase parkin-like	K04556	O60260	PRKN PARK2	E3 ubiquitin-protein ligase parkin (Parkin) (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase) (Parkinson juvenile disease protein 2) (Parkinson disease protein 2)	2.04207073014041	1.89407489106969	2.12868663689577	1.92967359796659	1.87118462140123	1.70034991645649
XM_013081354.1	0.283081549648074	NA	NA	XP_012936808.1	glutamate receptor ionotropic, kainate 2-like	K05313	G3XAD3	GRIK2 hCG_16784	Glutamate receptor ionotropic, kainate 2 (Glutamate receptor, ionotropic, kainate 2, isoform CRA_b)	1.0815168137001	1.19463739790541	1.53596854014756	0.819871629642915	1.07295342970557	0.946150836094683
XM_013081364.1	0.853987658843436	NA	NA	XP_012936818.1	glutamate receptor ionotropic, kainate 2	K05313	F8WEZ8	GRIK2	Glutamate receptor ionotropic, kainate 2	1.50462295653436	1.5075375121905	1.54593255548415	1.26977609365284	1.29963295005033	1.2099445857997
