tx	padj	cluster	direction	prot	product	ko	Uniprot_ID	Human_ortholog	Ortholog_names	6	7	8	9	10	11	12
XM_005091580.2	0.848501309181428	NA	NA	XP_005091637.1	lachesin-like		H3BLU2	LSAMP	Limbic system-associated membrane protein (Fragment)	2.19823147110279	1.83824895013533	1.27445193868433	1.3458868702697	1.66637019505491	0.682733173911565	1.01425110318796
XM_005091575.2	0.153147972030189	NA	NA	XP_005091632.1	lachesin-like		Q13449	LSAMP IGLON3 LAMP	Limbic system-associated membrane protein (LSAMP) (IgLON family member 3)	4.62507511406859	5.07215774927994	4.94662533392706	4.55691093708696	5.05946832193695	2.10800952449716	3.86806993283755
XM_005091579.2	0.212183917253913	NA	NA	XP_005091636.1	lachesin-like		Q13449	LSAMP IGLON3 LAMP	Limbic system-associated membrane protein (LSAMP) (IgLON family member 3)	3.38979879658875	4.63823707159446	3.4257489251882	4.26305291922763	4.19661082482527	1.14043932041242	3.00525407778048
XM_013091314.1	0.00444885443373106	NA	NA	XP_012946768.1	lachesin-like		Q13449	LSAMP IGLON3 LAMP	Limbic system-associated membrane protein (LSAMP) (IgLON family member 3)	2.38982376200344	2.79787734870848	2.9257769900174	2.37428704572357	0.602636678329999	0.00656115909703684	2.14334722413977
XM_013091315.1	0.917812905098926	NA	NA	NA	NA	NA	NA	NA	NA	0.970540528903067	1.18375253036309	0.918579878310339	1.00256693820855	0.980595203003913	0.985432792904377	1.12017055396675
XM_005091582.2	0.850344349289747	NA	NA	XP_005091639.1	N-alpha-acetyltransferase 35, NatC auxiliary subunit-like isoform X2	K20823	Q5VZE5	NAA35 EGAP MAK10	N-alpha-acetyltransferase 35, NatC auxiliary subunit (Embryonic growth-associated protein homolog) (Protein MAK10 homolog)	2.2885405320741	2.90458352122723	2.70855853461302	2.67621518474893	2.62947926071678	2.18724636964508	1.40639339609532
XM_005091600.2	0.975945785500832	NA	NA	XP_005091657.1	fibrinogen-like protein 1		A3KFJ8	FIBCD1	Fibrinogen C domain-containing protein 1	2.17589540839333	2.10940747164134	2.30953384807929	2.2959689492254	1.74107792042	2.11682404340353	2.32540739360689
XM_005091583.2	0.188903319691391	NA	NA	NA	NA	NA	NA	NA	NA	2.03625277108652	2.04222667750799	1.97390553384024	2.01928759589691	1.8108269998715	1.75980621909017	1.48910446503605
XM_005091584.2	0.779217432597457	NA	NA	XP_005091641.1	DNA polymerase lambda-like	K03512	Q5JQP8	POLL hCG_23002	DNA polymerase lambda (Polymerase (DNA directed), lambda, isoform CRA_e)	3.11860204972324	3.06681931610785	2.96001713095884	3.05038625271229	3.03330077542568	2.82462113697003	2.95271997952096
XM_013091297.1	0.777754120955167	NA	NA	XP_012946751.1	transmembrane emp24 domain-containing protein 2-like	K20347	Q15363	TMED2 RNP24	Transmembrane emp24 domain-containing protein 2 (Membrane protein p24A) (p24) (p24 family protein beta-1) (p24beta1)	6.22938706752008	6.41073283166989	6.35000633525706	6.36368404990063	6.28228081342241	6.05522225884877	6.19607601405489
XM_005091610.2	0.592148205457997	NA	NA	XP_005091667.1	prenylated Rab acceptor protein 1-like	K20359	Q9UI14	RABAC1 PRA1 PRAF1	Prenylated Rab acceptor protein 1 (PRA1 family protein 1)	5.10222369411479	5.08516363131432	4.8502493614802	4.80681519236125	4.93223717236608	4.8608474864022	5.05503149766779
XM_005091611.2	0.128109063271823	NA	NA	NA	NA	NA	NA	NA	NA	1.1744713408442	1.32067073207744	1.17372753691863	1.03209622993611	1.24031624573268	1.70365307239902	1.56955204671024
XM_013091333.1	0.0120262581413457	NA	NA	XP_012946787.1	uncharacterized protein LOC101846861		Q6ZWE5	SLC16A14	Monocarboxylate transporter 14 (cDNA FLJ41213 fis, clone BRALZ2016085, weakly similar to MONOCARBOXYLATE TRANSPORTER 3) (Fragment)	2.29437588352419	1.82628478232614	2.13237504608618	2.14047713407195	2.34909197991112	2.52534899319492	2.72603266048255
XM_013091334.1	0.0277640546531996	NA	NA	XP_012946788.1	tubulin-specific chaperone cofactor E-like protein	K22449	Q5QJ74	TBCEL LRRC35	Tubulin-specific chaperone cofactor E-like protein (EL) (Leucine-rich repeat-containing protein 35)	3.15452067189119	3.26901823153419	3.03030087784623	2.85512115808474	2.74707581983317	2.71705666604759	2.83692078662641
XM_005091616.2	0.818143572751166	NA	NA	XP_005091673.1	zinc finger protein 511-like		Q8NB15	ZNF511	Zinc finger protein 511	4.45017585819012	4.30515691270811	3.69547919043	4.09727893290791	4.15851709923652	3.98242347006907	4.12697499377357
XM_005091617.2	0.271515311645578	NA	NA	XP_005091674.1	zinc finger protein 511-like		Q8NB15	ZNF511	Zinc finger protein 511	3.5246252180252	3.80068765886574	3.92464867415277	3.33488247293717	2.98446847659146	3.20790426325258	3.41854878189145
XM_005091618.2	0.214624980507768	NA	NA	NA	NA	NA	NA	NA	NA	0.519358993104188	0.617277968130462	0.734597727675408	0.937678818312084	0.698513423290481	1.5464698289329	0.858546161189254
XM_005091620.1	0.538153344772176	NA	NA	XP_005091677.1	toll-like receptor 3 isoform X1		X6R3P0	SLIT2	Slit homolog 2 protein	1.41690330310562	0.867694744130521	1.69812331855381	1.69320507916045	1.36788358803229	1.82005642482046	1.15180486109144
XM_013091338.1	0.000521535514615771	P4	DOWN	XP_012946792.1	glycerol kinase-like	K00864	Q14409	GK3P GKP3 GKTB	Glycerol kinase 3 (GK 3) (Glycerokinase 3) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 3) (Glycerol kinase 3 pseudogene) (Glycerol kinase, testis specific 1)	1.38712802807538	1.49570701843382	1.50161350710033	1.37801221812573	1.38423798626648	1.09737314282067	0.847952052751914
XM_013091326.1	0.410051099668162	NA	NA	NA	NA	NA	NA	NA	NA	1.54535954116127	1.65754200304563	1.35178746772769	1.12723981420218	1.905580462873	1.73458446027626	2.09996612601356
XR_220138.2	0.10318171128551	NA	NA	NA	NA	NA	NA	NA	NA	1.53010794496402	1.73180169321855	1.89036609654994	1.371769657455	1.05172117221474	0.982409707748037	1.10427477902933
XM_005091630.2	0.0077419182711132	P4	DOWN	NA	NA	NA	NA	NA	NA	2.97527835800432	2.9817933085809	2.79385614776979	2.59004430936464	2.53087693907505	2.06736375341072	1.82214328847852
XM_013091321.1	0.0363964248994062	NA	NA	XP_012946775.1	endothelin-converting enzyme 1-like	K08635	B4DKB2	ECE1	Endothelin-converting enzyme 1 (cDNA FLJ59212, highly similar to Endothelin-converting enzyme 1)	4.17886540709327	4.19766984378653	4.02371959743781	4.0106266541686	3.82015629552138	3.35772893452425	3.60910705807262
XM_005091632.2	0.0117068520368912	NA	NA	XP_005091689.1	dipeptidyl peptidase 1-like isoform X2	K01275	P53634	CTSC CPPI	Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain), Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain), Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]	4.93818316612641	4.97233659092843	4.94297195161187	4.81928554413394	4.96686955691458	4.77404175394552	5.43879556000887
XM_005091631.2	0.2144850431466	NA	NA	XP_005091688.1	dipeptidyl peptidase 1-like isoform X1	K01275	P53634	CTSC CPPI	Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain), Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain), Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]	2.02472081091935	1.98529199722857	1.8404853841396	2.06087698130813	2.13767490809339	2.07421126609056	2.45852162742867
NM_001204656.1	0.000214388566012671	NA	NA	NA	NA	NA	NA	NA	NA	4.10514381748253	5.42080925222682	5.03617057342742	5.49759806966243	4.39950866528717	3.70836155108495	5.89455846374409
XM_005091638.2	0.976293855909648	NA	NA	XP_005091695.1	geranylgeranyl transferase type-2 subunit alpha-like isoform X2	K14050	Q92696	RABGGTA	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit alpha) (Rab geranyl-geranyltransferase subunit alpha) (Rab GG transferase alpha) (Rab GGTase alpha) (Rab geranylgeranyltransferase subunit alpha)	1.20685249386361	1.26424174302664	1.2454921215806	2.03968402212417	1.99898330491524	1.57310438983397	2.12654460835487
XM_005091639.2	0.999992448688612	NA	NA	XP_005091696.1	geranylgeranyl transferase type-2 subunit alpha-like isoform X2	K14050	Q92696	RABGGTA	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit alpha) (Rab geranyl-geranyltransferase subunit alpha) (Rab GG transferase alpha) (Rab GGTase alpha) (Rab geranylgeranyltransferase subunit alpha)	3.09166158144997	2.84335500562837	2.75929117873779	2.51012803074242	1.7089516819584	2.65118904345908	1.93701656749089
XM_013091357.1	0.497254494404137	NA	NA	XP_012946811.1	protocadherin-9-like	K16498	Q5VT82	PCDH9 hCG_2026614	Protocadherin-9	2.56831625975445	2.04784449736009	1.97797918052277	1.69000582401675	2.16074339537295	2.62736542462934	2.10717861724216
XM_005091670.2	0.275181031644886	NA	NA	XP_005091727.2	GTP-binding protein Rit1-like	K07847	P55042	RRAD RAD	GTP-binding protein RAD (RAD1) (Ras associated with diabetes)	2.86885684014785	2.72979540390298	2.61162457144126	2.81730125318511	2.88255939647913	3.00460908072212	2.98815058311816
XM_005091671.2	0.818644240658747	NA	NA	XP_005091728.1	ankyrin-1-like	K10380	P16157	ANK1 ANK	Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin)	1.75291335296958	1.67576093017891	1.7826210468998	1.68187764110795	1.83648076922773	1.74440944874759	1.78826763940208
XM_005091674.2	0.926736312299355	NA	NA	XP_005091731.1	protein VPRBP-like isoform X2	K11789	Q9Y4B6	DCAF1 KIAA0800 RIP VPRBP	DDB1- and CUL4-associated factor 1 (HIV-1 Vpr-binding protein) (VprBP) (Serine/threonine-protein kinase VPRBP) (EC 2.7.11.1) (Vpr-interacting protein)	1.3359502076031	1.27252928289244	1.51998356183646	1.36977294633625	1.66384018814806	1.66250015966545	1.70665939493684
XM_005091675.2	0.614743362853759	NA	NA	XP_005091732.1	protein pygopus-like	K15685	Q75N03	CBLL1 HAKAI RNF188	E3 ubiquitin-protein ligase Hakai (EC 2.3.2.27) (Casitas B-lineage lymphoma-transforming sequence-like protein 1) (c-Cbl-like protein 1) (RING finger protein 188) (RING-type E3 ubiquitin transferase Hakai)	2.97915481188513	2.80990585697723	2.75569170340346	2.87211375215373	2.77079126210249	2.68135529369064	2.81109460647084
XM_005091676.2	0.685771020346573	NA	NA	XP_005091733.1	neurofilament heavy polypeptide-like	K10801	O95243	MBD4 MED1	Methyl-CpG-binding domain protein 4 (EC 3.2.2.-) (Methyl-CpG-binding endonuclease 1) (Methyl-CpG-binding protein MBD4) (Mismatch-specific DNA N-glycosylase)	3.26910951848158	3.22220891061017	3.08191399515222	3.1537537687895	3.06121182033721	2.98519991993907	3.1166071091934
XM_005091677.2	0.683300326090844	NA	NA	XP_005091734.1	TBC1 domain family member 25-like		Q3MII6	TBC1D25 OATL1	TBC1 domain family member 25	1.98807360644339	2.1285344218106	2.03796919216203	2.01696728070847	1.86168153663914	1.90439181877752	1.80898334285638
XM_005091678.2	0.459772856557845	NA	NA	NA	NA	NA	NA	NA	NA	3.48425177334692	3.27241679346802	3.1466510154231	3.29240696635346	3.45407800477397	3.23297157230792	3.44781565615219
XM_005091680.2	0.468653470994987	NA	NA	NA	NA	NA	NA	NA	NA	4.29779551878237	4.10642533276226	4.09259905186417	4.42035406853805	4.25941950385759	3.8178481737197	4.22040446068748
XM_005091684.2	0.315022033311833	NA	NA	NA	NA	NA	NA	NA	NA	2.29318479751532	2.26820388726222	2.5388517393769	1.38973765760638	1.71737991213847	2.3070351909493	2.05684066873067
XM_013091349.1	0.957377606854875	NA	NA	XP_012946803.1	uncharacterized protein LOC101859762	K16882	Q9Y6V0	PCLO ACZ KIAA0559	Protein piccolo (Aczonin)	2.73980588327823	2.57207908833462	2.42063913249562	2.54624533270333	2.39005327930973	2.30671440259021	2.25943759339062
XM_013091363.1	0.976206482776101	NA	NA	NA	NA	NA	NA	NA	NA	1.85851537434073	1.49166021351491	1.53827036431636	1.52125221697823	1.34808785945883	1.48192643093719	0.861203468872048
XM_013091350.1	0.977851401988167	NA	NA	XP_012946804.1	uncharacterized protein LOC101859998		A0A0J9YWD4	RIMS2	Regulating synaptic membrane exocytosis protein 2 (Fragment)	1.96378345560752	2.03063925746032	2.05336767842106	1.8808354924374	1.7973207761389	1.92638528471801	1.6827634946323
XM_005091685.2	0.389841818486769	NA	NA	XP_005091742.1	potassium voltage-gated channel protein Shal-like	K04892	Q9NZV8	KCND2 KIAA1044	Potassium voltage-gated channel subfamily D member 2 (Voltage-gated potassium channel subunit Kv4.2)	4.8496912081629	5.21604436857648	4.87179567953641	4.87148448230879	4.83875626182049	4.43361351210032	4.65878164223248
XM_005091686.2	1.63376531637698e-05	P4	DOWN	XP_005091743.1	tumor suppressor candidate 2-like		O75896	TUSC2 C3orf11 FUS1 LGCC PDAP2	Tumor suppressor candidate 2 (Fusion 1 protein) (Fus-1 protein) (PDGFA-associated protein 2)	3.94878657310958	3.642602994745	3.4363256065484	3.28259527166616	3.1947417646081	3.13018952337544	3.01991220924698
XM_013091365.1	0.00637343628416175	NA	NA	NA	NA	NA	NA	NA	NA	1.45776093803812	1.78433183946383	1.66993618135033	1.81620959261714	1.73021623509779	1.68955620666006	2.19485617512946
XM_005091687.2	0.0468864043192027	NA	NA	XP_005091744.1	nuclear pore complex protein Nup160-like	K14303	Q12769	NUP160 KIAA0197 NUP120	Nuclear pore complex protein Nup160 (160 kDa nucleoporin) (Nucleoporin Nup160)	2.42978027437788	2.68260747577755	2.73020085372465	2.79633951111492	2.57469396756099	2.76041554416548	2.74460382480218
XM_005091710.2	0.104759281379546	NA	NA	XP_005091767.2	vacuolar protein sorting-associated protein 18 homolog	K20181	Q9P253	VPS18 KIAA1475	Vacuolar protein sorting-associated protein 18 homolog (hVPS18)	3.9582466206606	4.00125084695858	3.9097903039442	3.74349371124358	3.73555845812788	3.59613056122406	3.54241503774262
NM_001204570.1	0.0099535203450031	NA	NA	NP_001191499.1	tubulin alpha-1 chain	K07374	P0DPH8	TUBA3D	Tubulin alpha-3D chain (Alpha-tubulin 3D) [Cleaved into: Detyrosinated tubulin alpha-3D chain]	14.3797979473345	14.4962301640374	14.1927947841708	13.998725209915	13.9704886660375	13.9936371257949	13.9622725534388
XM_013091385.1	0.889646237688693	NA	NA	XP_012946839.1	probable E3 ubiquitin-protein ligase HERC1 isoform X2	K10594	Q15751	HERC1	Probable E3 ubiquitin-protein ligase HERC1 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 1) (HECT-type E3 ubiquitin transferase HERC1) (p532) (p619)	3.08387812313412	3.08394151268132	3.16840155422693	3.47218230654314	2.96427147950562	2.97103366972398	2.93836590482877
XM_013091384.1	0.919887654719855	NA	NA	XP_012946838.1	probable E3 ubiquitin-protein ligase HERC1 isoform X1	K10594	Q15751	HERC1	Probable E3 ubiquitin-protein ligase HERC1 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 1) (HECT-type E3 ubiquitin transferase HERC1) (p532) (p619)	2.73249674829044	2.70933300353799	2.0207873331649	1.90911988351155	2.61164670883161	2.50686561736442	2.61833176151138
XM_005091714.2	0.534472043963746	NA	NA	XP_005091771.1	methyltransferase-like protein 2 isoform X1		Q6P1Q9	METTL2B	Methyltransferase-like protein 2B (EC 2.1.1.-)	3.28211522869421	3.41688673985717	3.38498732008059	3.24873519689254	3.26377599938252	3.35468984342072	3.56261679869704
XM_013091387.1	0.993568490477275	NA	NA	XP_012946841.1	uncharacterized protein LOC101864126		W0S4B9	FER Pe1Fe10	Tyrosine-protein kinase (EC 2.7.10.2)	1.69295208174464	2.03027645579627	1.83068498335742	0.858378143621396	1.42160741769052	1.24945890028521	1.73655471913862
XM_013091388.1	0.162634939652442	NA	NA	XP_012946842.1	H/ACA ribonucleoprotein complex subunit 2-like protein	K11129	Q9NX24	NHP2 NOLA2 HSPC286	H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2) (snoRNP protein NHP2)	5.856955399701	6.00069576749916	5.75507747003134	5.72066063304552	5.63523367839229	5.53407237846847	5.59872565497937
XM_013091370.1	0.790414208741928	NA	NA	XP_012946824.1	myosin regulatory light chain (N-terminus) isoform X1	K12757	O14950	MYL12B MRLC2 MYLC2B	Myosin regulatory light chain 12B (MLC-2A) (MLC-2) (Myosin regulatory light chain 2-B, smooth muscle isoform) (Myosin regulatory light chain 20 kDa) (MLC20) (Myosin regulatory light chain MRLC2) (SHUJUN-1)	2.07730500811589	2.08102648296688	1.33388341248381	2.10288336161264	1.54444085301738	1.21602639005024	1.71124385793553
XM_013091371.1	0.995701607855867	NA	NA	XP_012946825.1	myosin regulatory light chain (N-terminus) isoform X2	K12757	O14950	MYL12B MRLC2 MYLC2B	Myosin regulatory light chain 12B (MLC-2A) (MLC-2) (Myosin regulatory light chain 2-B, smooth muscle isoform) (Myosin regulatory light chain 20 kDa) (MLC20) (Myosin regulatory light chain MRLC2) (SHUJUN-1)	0.912939250591909	0.911524819759738	0.861434236577272	0.788048878296208	0.788321504680125	0.592795401177208	0.993839953473916
XM_005091723.2	0.0265316484136681	NA	NA	XP_005091780.1	tubulin-specific chaperone A-like	K17292	O75347	TBCA	Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA)	7.76731451138296	7.80232819578891	7.72470842500172	7.4470311836925	7.58589291448954	7.33625489993787	7.42178623800833
XM_005091726.2	0.973174806716763	NA	NA	XP_005091783.1	molybdopterin synthase catalytic subunit-like	K03635	O96007	MOCS2 MCBPE MOCO1	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MOCO1-B) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B) (Molybdopterin-synthase large subunit) (MPT synthase large subunit)	3.6347711255097	3.57500428228438	3.13333944356778	3.47397136087003	3.35842203349394	3.32592191935132	3.36020983577522
XM_013091393.1	0.00906006385188323	NA	NA	XP_012946847.1	proline-rich protein 36-like		Q7Z7F0	KHDC4 BLOM7 KIAA0907 SNORA80EHG	KH homology domain-containing protein 4 (Brings lots of money 7) (Pre-mRNA splicing factor protein KHDC4)	2.14429132531555	2.28011309693509	2.10560289221006	2.25133110634751	2.24219735022341	2.65192934147789	2.32192955895194
XM_013091394.1	9.82069405929735e-06	P4	DOWN	XP_012946848.1	PDF receptor-like	K22738	A0A0C4DG16	CALCR	Calcitonin receptor	3.56410214455665	3.81707612716093	3.33868384060817	3.10327806490856	3.12307362305229	2.05740138356332	2.34709286235789
XM_013091395.1	0.0884733186049802	NA	NA	XP_012946849.1	protein prenyltransferase alpha subunit repeat-containing protein 1-like	K14137	Q7Z6K3	PTAR1	Protein prenyltransferase alpha subunit repeat-containing protein 1	2.50656920113267	2.40950439072842	2.16960098915234	2.20765053396809	2.25834822736122	1.99807175779455	2.28269762581893
XM_005091727.2	0.147900678022111	NA	NA	XP_005091784.1	phospholipid scramblase 2-like		Q9NRY6	PLSCR3	Phospholipid scramblase 3 (PL scramblase 3) (Ca(2+)-dependent phospholipid scramblase 3)	3.94830973666848	3.87238576471006	3.83923149135368	3.68233791815156	3.71183897370701	3.57524080280677	3.87347506768235
XM_005091728.2	0.200570655072022	NA	NA	XP_005091785.1	dual specificity protein phosphatase 1-like	K21278	P28562	DUSP1 CL100 MKP1 PTPN10 VH1	Dual specificity protein phosphatase 1 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH1) (Mitogen-activated protein kinase phosphatase 1) (MAP kinase phosphatase 1) (MKP-1) (Protein-tyrosine phosphatase CL100)	0.895777921737409	1.04593193853652	1.13563168974059	1.0930925904711	1.14654374109658	1.1711174336303	1.47619029639183
XM_005091729.2	0.967324302308011	NA	NA	XP_005091786.2	WD repeat-containing protein 75-like	K14552	Q8IWA0	WDR75 UTP17	WD repeat-containing protein 75 (U3 small nucleolar RNA-associated protein 17 homolog)	3.43211038288711	3.57616510922946	3.4655494069707	3.26531133165101	3.29818097169095	3.36747599038758	3.45269110136111
XM_005091730.2	0.944815697910446	NA	NA	XP_005091787.1	dnaJ homolog subfamily C member 28-like	K19373	Q9NX36	DNAJC28 C21orf55 C21orf78	DnaJ homolog subfamily C member 28	1.63267205558243	1.7622950829985	1.78097444048713	2.09729174883523	1.89175132285482	1.27095065259703	2.11334765122977
XM_005091733.2	0.0577502495089587	NA	NA	XP_005091790.1	eukaryotic translation initiation factor 3 subunit J-like	K03245	H0YGJ7	EIF3J	Eukaryotic translation initiation factor 3 subunit J (Fragment)	6.52508848361452	6.61720813138373	6.76828741552152	6.52360999710623	6.81488563937939	6.56389953178823	6.8561165886042
XM_013091398.1	0.00111523083349832	P4	DOWN	XP_012946852.1	serine/threonine-protein kinase ULK3-like isoform X2	K21358	Q6PHR2	ULK3	Serine/threonine-protein kinase ULK3 (EC 2.7.11.1) (Unc-51-like kinase 3)	3.32958840378094	3.2910524571814	3.04170527224659	2.92574729056004	2.86009199999528	2.73318680224579	2.69463269401263
XM_005091736.2	1.68808262865752e-05	P2	UP	XP_005091793.1	uncharacterized protein LOC101849032		Q2MDF5	EXOC2	Exocyst complex component 2 (Fragment)	3.26982612341488	3.06269947710442	3.21941907053146	3.52857038896257	3.46427760557867	3.7093136995807	3.92939435055837
XM_013091399.1	0.395469820324857	NA	NA	XP_012946853.1	uncharacterized protein LOC101849275		O15084	ANKRD28 KIAA0379	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (PP6-ARS-A) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A) (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K) (PITK)	1.94445068183396	2.6167930255681	2.91622190699621	2.74429883249276	2.36452219389973	2.96634857220642	2.81085595205693
XM_005091738.2	0.948830810251247	NA	NA	XP_005091795.1	formin-like protein CG32138 isoform X1		Q96PY5	FMNL2 FHOD2 KIAA1902	Formin-like protein 2 (Formin homology 2 domain-containing protein 2)	1.9586125747648	2.32741197988493	1.72843465465835	1.74117598143122	2.61969002792202	1.72906109396368	1.62115784719745
XM_005091740.2	0.622255979162748	NA	NA	XP_005091797.1	formin-like protein CG32138 isoform X3		Q96PY5	FMNL2 FHOD2 KIAA1902	Formin-like protein 2 (Formin homology 2 domain-containing protein 2)	3.10336377099399	2.21674827228265	3.08849077893814	3.03871773307837	2.47814527794972	3.12937577989656	3.16035100903505
XM_005091741.2	0.0018920671883698	P4	DOWN	XP_005091798.1	4-trimethylaminobutyraldehyde dehydrogenase-like	K00149	P49189	ALDH9A1 ALDH4 ALDH7 ALDH9	4-trimethylaminobutyraldehyde dehydrogenase (TMABADH) (EC 1.2.1.47) (Aldehyde dehydrogenase E3 isozyme) (Aldehyde dehydrogenase family 9 member A1) (EC 1.2.1.3) (Gamma-aminobutyraldehyde dehydrogenase) (EC 1.2.1.19) (R-aminobutyraldehyde dehydrogenase) [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed]	4.6818976949294	4.9141773583047	4.57578724999331	4.39207885422841	4.42717049321073	3.93613697529131	4.08019888795373
XM_005091742.2	0.0335921049354415	NA	NA	XP_005091799.2	synaptosomal-associated protein 47-like		A0A087X0B7	SNAP47	Synaptosomal-associated protein 47	3.07551603550312	2.71861544838766	2.58548251777903	2.03305344756369	2.60398551043248	1.95691465736022	2.53758745500586
XM_005091799.2	0.137284329442519	NA	NA	NA	NA	NA	NA	NA	NA	0.0138320356242331	0.765218695709376	1.22624888852994	0.117034740946746	0.0213564956045176	0.183476653503172	0.0954510393145487
XM_005091743.2	0.127625245086803	NA	NA	XP_005091800.1	V-type proton ATPase subunit B	K02147	P21281	ATP6V1B2 ATP6B2 VPP3	V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)	7.68394320567294	7.62576678190329	7.39029508553846	7.41675041427441	7.45122061721904	7.19847114565705	7.42713740784714
XM_005091744.2	0.474452869311202	NA	NA	XP_005091801.1	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like		Q8N8A2	ANKRD44	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B (PP6-ARS-B) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-B) (Ankyrin repeat domain-containing protein 44)	4.78618936507305	4.84561749967328	4.52011351612511	4.6654404269811	4.4771457029467	4.49374969309407	4.30710362397511
XM_005091745.2	0.973279832141694	NA	NA	XP_005091802.1	coiled-coil domain-containing protein R3HCC1L-like		A0A384DVK4	R3HCC1L	Coiled-coil domain-containing protein R3HCC1L	2.60231640628055	3.30719382123777	3.20892952935306	2.62137457580913	2.83789834024725	2.80894728143334	3.28059617649756
XM_013091405.1	0.678669749725654	NA	NA	NA	NA	NA	NA	NA	NA	2.43552877623557	1.37447252797102	1.95357665339547	1.53996137517245	1.90463516212577	1.6375213282631	1.72342641785214
XM_013091406.1	0.887591854966555	NA	NA	NA	NA	NA	NA	NA	NA	2.18880251387617	1.87984650714473	2.43715596820782	2.18129276146448	2.78468315420467	2.18711628247309	2.95040068741839
XM_005091755.2	0.999293915495127	NA	NA	XP_005091812.1	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2-like isoform X1		Q6N063	OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2 (EC 1.14.11.-)	2.62651963785952	3.13174986582744	3.14459990776994	2.50252006027676	3.07564131779197	2.53911312062827	2.81398851206895
XM_005091758.2	0.993568490477275	NA	NA	XP_005091815.1	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2-like isoform X3		Q6N063	OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2 (EC 1.14.11.-)	1.58191851318211	1.70893978677273	2.04732332593662	1.80210935624539	1.30119513400892	1.8073622145385	1.15591133545151
XM_005091759.2	0.510364757810758	NA	NA	XP_005091816.1	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like	K15464	F6RP06	BNIP3	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 (Fragment)	6.81460389201709	6.7956199483664	6.4187646355705	6.45332495466461	6.67332941682432	6.37716955504138	6.55316742508418
XM_005091760.2	0.478808101871448	NA	NA	XP_005091817.1	stAR-related lipid transfer protein 7, mitochondrial-like isoform X1		Q9NQZ5	STARD7 GTT1	StAR-related lipid transfer protein 7, mitochondrial (Gestational trophoblastic tumor protein 1) (START domain-containing protein 7) (StARD7)	3.17912641121568	3.44300489930525	3.44253269921561	3.29750020790254	2.97370129522727	3.1043221326481	2.89530348992587
XM_005091761.1	0.923661375845129	NA	NA	XP_005091818.1	stAR-related lipid transfer protein 7, mitochondrial-like isoform X2		Q9NQZ5	STARD7 GTT1	StAR-related lipid transfer protein 7, mitochondrial (Gestational trophoblastic tumor protein 1) (START domain-containing protein 7) (StARD7)	2.30540499054117	2.15455243670646	0.814585256773899	2.3202182684728	1.86205753394774	1.74725946118343	2.76065606501694
